,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,under-five deaths ,Total expenditure,GDP,Income composition of resources
1061,71.3,189.0,11,2.02,484.7187892,13,6.33,3299.65139,0.616
1062,71.1,193.0,11,2.16,457.7745845,14,6.28,3187.845296,0.609
1063,77.0,196.0,12,2.14,443.3248254,14,6.64,2825.5247,0.602
1064,76.0,198.0,12,2.14,445.4423371,15,6.79,2635.753474,0.596
1065,79.0,19.0,13,2.21,472.2234994,15,6.65,2794.22189,0.589
1066,75.0,192.0,13,2.4,380.9632429,16,6.86,2489.955836,0.578
1067,69.7,24.0,14,2.38,352.0244894,17,7.7,2256.56724,0.57
1068,69.2,28.0,14,2.35,41.50845637,18,6.79,277.83438,0.567
1069,69.6,21.0,15,2.4,288.4016258,18,6.77,1872.73783,0.564
1070,69.4,24.0,15,2.45,249.3262948,19,6.88,1753.349471,0.56
1071,69.3,21.0,16,2.41,25.25040918,20,6.71,171.771491,0.553
1072,68.4,211.0,16,2.53,225.0619956,20,6.76,1568.376276,0.546
1073,67.7,221.0,17,2.63,238.7369808,21,5.25,1655.596261,0.539
1075,58.1,299.0,27,0.01,50.57976483,41,5.64,561.997387,0.412
1076,58.8,284.0,27,0.01,5.140668848,41,5.49,54.169324,0.406
1077,58.4,288.0,28,0.01,4.344930862,42,5.39,52.3485646,0.396
1078,58.1,29.0,28,0.22,42.2547904,43,4.73,459.2912,0.385
1079,57.8,291.0,29,0.2,29.74734049,44,4.55,438.7513346,0.38
1080,57.3,297.0,29,0.18,24.84763562,46,3.85,436.6895539,0.376
1081,56.8,33.0,30,0.21,19.68510257,47,3.21,437.4467238,0.371
1082,56.4,36.0,31,0.19,1.399626733,48,3.8,49.456775,0.364
1083,55.6,317.0,31,0.16,10.3839337,49,3.2,296.68382,0.356
1084,54.7,327.0,32,0.21,1.099665984,51,2.82,33.424498,0.346
1085,54.0,334.0,33,0.34,18.93011259,53,3.14,386.3288283,0.325
1086,53.3,338.0,34,0.18,2.39524067,55,3.45,37.1931781,0.338
1087,52.9,337.0,35,0.21,21.3378184,56,3.76,322.811171,0.329
1088,52.5,336.0,36,0.17,19.89790929,58,3.65,315.83983,0.322
1089,52.5,328.0,37,0.17,2.215986136,60,3.46,34.516918,0.316
1091,58.4,282.0,4,0.01,50.06053544,6,5.59,642.6256154,0.419
1092,58.1,279.0,4,0.01,8.20063742,6,6.14,61.566347,0.415
1093,57.6,285.0,4,0.01,0.948526366,6,5.96,67.7518833,0.416
1094,57.1,289.0,4,3.57,40.45367358,7,5.46,692.69989,0.41
1095,56.7,287.0,4,3.21,53.30782696,7,6.7,543.957418,0.405
1096,56.3,288.0,4,2.55,47.12969266,7,6.81,544.222779,0.401
1097,55.6,297.0,5,2.64,28.30191127,7,6.5,583.5445622,0.398
1098,55.0,32.0,5,2.98,31.06932595,7,6.1,481.694976,0.394
1099,54.4,36.0,5,3.22,21.53374936,8,5.87,418.94454,0.388
1100,53.9,37.0,5,3.1,22.09757984,8,5.72,424.9534585,0.0
1101,53.5,38.0,5,2.58,13.52999556,8,5.41,393.3138244,0.0
1102,53.0,38.0,5,2.16,2.527115422,8,5.62,36.5718585,0.0
1103,52.8,35.0,5,2.47,24.65761755,8,5.84,321.481324,0.0
1104,52.5,32.0,5,2.55,0.868708478,9,5.4,39.486749,0.0
1105,52.1,3.0,5,2.84,6.699418747,9,4.94,297.7519443,0.0
1107,66.0,217.0,0,7.64,4.141293345,1,5.25,43.82321,0.636
1108,65.9,218.0,0,7.56,345.9044258,1,5.1,3944.178173,0.633
1109,65.8,22.0,0,7.57,497.4719464,1,6.57,3785.935665,0.63
1110,65.6,229.0,0,7.56,536.2332523,1,6.8,3439.597513,0.624
1111,65.9,221.0,0,7.52,48.02859441,1,6.6,326.281212,0.618
1112,66.1,218.0,0,7.49,466.6693698,1,7.32,2716.35256,0.618
1113,66.3,218.0,1,7.32,493.3279293,1,7.46,2576.124957,0.618
1114,65.7,232.0,1,7.2,362.8702271,1,6.45,2327.58324,0.62
1115,65.2,24.0,1,7.04,170.6325842,1,4.67,1945.6395,0.622
1116,65.0,238.0,1,7.35,17.46405901,1,5.83,198.455216,0.619
1117,65.1,237.0,1,7.84,1.776181042,1,5.73,145.58861,0.613
1118,65.3,237.0,1,7.93,16.47949015,1,5.97,986.7958173,0.611
1119,65.3,244.0,1,7.73,10.9363388,1,5.84,96.8674827,0.609
1120,65.4,247.0,1,6.71,15.54978677,1,5.82,925.582546,0.606
1121,65.4,246.0,1,6.63,16.75480888,1,5.85,946.599372,0.602
1123,63.1,245.0,14,0.01,5.103249438,19,7.56,83.1148117,0.487
1124,62.7,253.0,14,5.68,4.989712322,19,8.1,81.265673,0.483
1125,62.3,259.0,15,5.68,26.37942542,20,9.88,766.8437623,0.477
1126,62.3,259.0,15,5.68,4.106484317,20,1.41,74.9358452,0.47
1127,36.3,682.0,23,5.76,36.2929176,58,8.9,662.2795182,0.47
1128,62.5,251.0,16,5.85,41.30079452,21,6.68,668.297646,0.466
1129,62.1,259.0,16,5.95,63.83195683,22,5.92,674.7564147,0.462
1130,61.8,266.0,17,6.08,56.77858733,23,5.56,615.8198192,0.458
1131,61.1,28.0,17,6.18,6.995556386,23,5.7,55.47626,0.455
1132,65.0,29.0,17,5.57,38.10904264,24,4.41,465.311876,0.452
1133,58.7,32.0,18,6.1,64.39853344,24,5.61,387.9429725,0.45
1134,59.7,3.0,18,6.64,44.25687135,25,5.32,329.782946,0.447
1135,59.3,33.0,19,6.1,50.28558223,26,5.47,393.16327,0.444
1136,58.9,35.0,19,6.22,60.77815868,27,5.63,413.7383164,0.443
1137,58.6,35.0,20,4.79,74.46033036,28,6.6,462.486524,0.439
1139,74.5,149.0,3,2.87,345.3776344,4,8.72,2242.711912,0.618
1140,74.3,15.0,4,3.11,311.7553193,4,9.15,2136.77395,0.614
1141,74.1,151.0,4,3.11,363.5721644,4,9.78,2178.38325,0.614
1142,73.9,153.0,4,3.1,32.16407994,5,8.57,212.584798,0.611
1143,73.6,156.0,4,3.1,302.1057507,5,8.45,1932.85829,0.606
1144,73.4,157.0,4,3.08,286.1211446,5,8.84,1815.489496,0.603
1145,73.2,159.0,4,3.14,231.9112915,5,8.4,1751.595857,0.597
1146,73.0,16.0,5,3.16,222.4823338,6,7.89,1592.572182,0.59
1147,72.8,161.0,5,3.23,192.9297829,6,7.63,1437.628785,0.583
1148,72.5,163.0,5,3.23,203.7134882,6,7.81,1311.741714,0.577
1149,72.2,165.0,5,3.02,188.2499208,7,7.89,1217.657961,0.571
1150,71.9,166.0,6,3.04,194.4335736,7,8.29,1157.3427,0.566
1151,71.6,169.0,6,3.09,154.8636161,7,7.28,1132.8721,0.561
1152,71.3,171.0,6,2.74,15.36175284,8,6.88,113.4546,0.557
1153,71.0,174.0,6,2.61,28.80831098,8,6.63,188.783165,0.551
1187,68.0,184.0,957,3.07,86.52153895,1200,4.69,1573.11889,0.607
1188,67.6,187.0,1000,3.11,67.67230438,1300,4.53,1452.195373,0.599
1189,67.3,19.0,1100,3.1,64.96964491,1400,4.39,1446.98541,0.59
1190,66.8,193.0,1100,3.0,64.6059005,1500,4.33,1461.671957,0.58
1191,66.4,196.0,1200,2.77,57.73359864,1600,4.28,1345.77153,0.569
1192,66.0,2.0,1300,2.5,0.844186331,1700,4.38,19.317765,0.563
1193,65.5,23.0,1300,1.93,43.03043312,1800,4.34,991.484634,0.556
1194,65.2,26.0,1400,1.59,5.234770324,1900,4.23,118.166373,0.546
1195,64.8,28.0,1500,1.37,34.85942671,2000,4.25,792.259698,0.536
1196,64.4,211.0,1500,1.27,3.5096369,2000,4.28,77.819,0.526
1197,64.0,214.0,1600,1.2,27.33800857,2100,4.22,621.3183767,0.518
1198,63.7,216.0,1700,1.19,19.4808682,2200,4.3,541.1352279,0.505
1199,63.3,219.0,1700,1.1,17.81205644,2300,4.4,466.2842,0.499
1200,62.9,222.0,1800,1.0,19.00340606,2400,4.5,447.138966,0.494
1201,62.5,224.0,1800,0.93,19.26615743,2500,4.26,438.864634,0.489
1203,68.9,179.0,119,0.09,200.0684443,142,2.85,3491.595887,0.682
1204,68.7,181.0,124,0.09,22.8478308,148,2.93,362.663981,0.677
1205,68.5,183.0,129,0.08,254.4688257,154,2.9,3687.953996,0.669
1206,68.3,185.0,134,0.08,211.8783404,161,2.71,3634.27685,0.662
1207,68.1,187.0,138,0.08,190.5453646,167,2.74,3113.48635,0.656
1208,67.9,189.0,143,0.08,125.7980678,174,2.83,2254.44566,0.645
1209,67.7,189.0,149,0.07,10.26341108,181,2.81,216.52766,0.641
1210,67.5,19.0,154,0.06,102.633435,188,3.1,1855.93915,0.638
1211,67.3,191.0,159,0.06,72.0159316,194,2.91,1586.254,0.632
1212,67.2,19.0,163,0.06,5.381782562,201,2.79,126.928834,0.629
1213,65.3,213.0,174,0.06,55.36107207,237,2.37,1148.56996,0.624
1214,66.9,189.0,173,0.05,8.460155758,215,2.53,164.59447,0.613
1215,66.7,189.0,177,0.05,43.17867291,222,2.27,899.5556857,0.608
1216,66.5,188.0,182,0.06,33.95837125,229,2.23,747.9817455,0.604
1217,66.3,188.0,187,0.06,3.43334364,237,1.98,78.92744,0.597
1235,67.9,199.0,32,0.01,43.5240801,39,5.54,673.74737,0.658
1236,69.5,17.0,32,0.01,447.3695001,39,5.92,6925.22446,0.659
1237,76.0,147.0,32,0.01,429.6625083,39,5.26,6651.12242,0.656
1238,77.0,144.0,32,0.17,285.119726,39,3.32,5854.614497,0.649
1239,76.0,145.0,32,0.19,21.82252494,39,3.82,452.74948,0.646
1240,74.0,148.0,32,0.2,185.6366983,39,4.65,3735.144836,0.643
1241,69.3,167.0,32,0.17,192.1562998,38,3.93,4521.3247,0.638
1242,65.9,227.0,31,0.14,146.7606488,38,3.69,3129.224922,0.636
1243,64.7,249.0,31,0.03,75.25799773,38,3.0,2351.812429,0.631
1244,66.8,29.0,31,0.18,59.18845152,37,4.13,1849.63911,0.628
1245,67.2,21.0,30,0.32,44.12059646,37,5.61,1391.816923,0.603
1267,82.2,6.0,1,2.62,4348.33531,1,7.81,37582.84624,0.895
1268,82.1,61.0,1,2.69,4279.895512,1,7.89,36393.66932,0.891
1269,81.8,6.0,1,2.78,3830.184587,1,7.73,32569.59683,0.889
1270,81.8,61.0,1,2.67,3793.161624,1,7.39,33657.15727,0.883
1271,81.7,61.0,1,2.63,409.4109292,1,7.36,3661.994,0.878
1272,81.5,63.0,1,2.55,508.6645438,1,7.46,27795.87671,0.876
1273,81.0,65.0,1,2.47,471.5533294,1,7.33,29657.4421,0.877
1274,84.0,68.0,1,2.33,4.3451016,1,7.37,258.637,0.872
1275,84.0,68.0,1,2.23,33.58620657,1,7.38,2195.1769,0.87
1276,80.0,71.0,1,2.41,250.9343317,1,7.44,2611.17931,0.866
1277,81.0,69.0,1,2.23,1895.342792,1,7.35,19888.172,0.863
1278,79.7,71.0,1,2.32,1731.755747,1,7.44,18946.99942,0.863
1279,79.3,74.0,1,2.47,1701.195787,1,7.49,18431.15696,0.855
1280,79.3,74.0,1,2.53,22.27332618,1,7.61,236.19646,0.85
1281,78.9,76.0,1,2.53,199.9341033,1,7.13,2152.1432,0.845
1299,75.8,133.0,1,3.83,427.3054534,1,5.36,4855.743789,0.727
1300,75.6,136.0,1,3.79,5.457289334,1,5.91,56.144952,0.727
1301,75.3,138.0,1,3.65,37.17108782,1,5.66,521.33363,0.725
1302,75.2,139.0,1,3.58,33.17529686,1,5.21,513.549487,0.722
1303,75.0,138.0,1,3.55,396.6270975,1,5.3,4682.728424,0.721
1304,74.7,142.0,1,3.33,235.7067417,1,5.16,4293.383274,0.721
1305,74.5,145.0,1,3.51,31.76575838,1,5.4,492.492378,0.718
1306,74.2,148.0,1,3.64,25.62349238,1,4.87,462.517913,0.714
1307,74.0,15.0,1,3.63,194.092569,1,4.22,4313.1682,0.709
1308,73.5,161.0,1,3.59,16.97511622,1,4.7,482.24762,0.706
1309,73.3,165.0,1,3.67,192.3226305,1,4.8,3719.97351,0.689
1310,73.1,166.0,1,3.48,155.5884677,1,4.56,3465.221998,0.694
1311,73.0,167.0,1,3.76,211.1143318,1,4.86,3596.496282,0.69
1312,72.7,171.0,1,3.89,160.2382416,1,5.34,3394.878,0.68
1313,72.6,171.0,1,3.46,24.82762854,1,5.81,336.8742,0.682
1331,74.0,113.0,4,0.41,63.8784522,4,7.45,466.94775,0.737
1332,73.9,114.0,4,0.4,546.6235156,4,7.23,3992.86717,0.737
1333,73.7,115.0,4,0.41,67.70171064,4,8.0,387.753211,0.735
1334,73.6,116.0,4,0.43,68.86623298,4,8.39,387.324145,0.737
1335,73.4,117.0,4,0.51,715.9709092,4,8.42,3679.19275,0.739
1336,73.3,118.0,4,0.59,668.7447334,4,9.54,3492.1396,0.742
1337,73.1,119.0,4,0.61,535.2786404,4,8.78,3385.69665,0.739
1338,73.0,12.0,4,0.6,373.2628643,4,8.35,2762.86354,0.736
1339,72.8,121.0,4,0.59,313.3626015,4,8.8,2537.349,0.733
1340,72.4,127.0,4,0.55,27.44252286,4,8.88,223.83787,0.73
1341,72.5,125.0,4,0.54,32.52523612,4,9.5,261.456882,0.723
1342,72.3,127.0,4,0.54,228.7838108,4,9.15,1889.213962,0.717
1343,72.1,129.0,4,0.54,259.1572375,4,9.68,1812.288374,0.712
1344,71.9,131.0,4,0.55,248.697463,4,9.9,1728.2659,0.706
1345,71.7,133.0,4,0.49,227.296617,4,9.65,1657.889256,0.7
1347,69.9,22.0,5,6.29,24.44473709,5,4.36,1286.56511,0.789
1348,69.5,28.0,5,6.48,26.4072659,6,4.3,1389.8561,0.782
1349,69.1,214.0,6,6.82,235.3566066,7,4.32,12387.18982,0.774
1350,68.5,224.0,7,6.63,179.170133,7,4.6,11634.42422,0.766
1351,67.8,236.0,7,6.83,11.1516268,8,4.42,97.649972,0.763
1352,67.8,235.0,7,6.64,808.243302,8,4.13,7165.2775,0.758
1353,66.6,258.0,8,7.6,708.3285785,9,3.65,8513.564645,0.758
1354,65.3,288.0,8,7.44,499.730412,9,3.19,6771.414797,0.754
1355,65.0,295.0,8,7.08,76.19868936,9,3.73,5291.57565,0.747
1356,64.6,294.0,8,6.94,351.8603267,9,4.7,3771.278957,0.737
1357,64.7,287.0,8,6.55,33.91660183,9,3.95,2874.288291,0.725
1358,64.4,282.0,8,6.58,23.43400762,9,3.7,268.123657,0.714
1359,64.7,276.0,8,5.99,145.1022528,9,3.61,1658.31146,0.7
1360,64.4,284.0,8,5.75,12.60883976,10,3.47,149.926751,0.685
1361,63.9,292.0,9,6.0,112.541157,10,4.16,1229.958,0.676
1363,62.9,255.0,56,0.01,170.9626624,79,5.72,1335.6458,0.546
1364,62.6,258.0,58,1.84,165.9304977,81,5.57,1229.114798,0.541
1365,62.1,263.0,59,1.81,154.2269697,84,5.49,1155.2582,0.536
1366,61.2,278.0,60,1.8,109.7051836,86,5.23,987.4453967,0.53
1367,63.0,294.0,61,1.73,56.58984221,89,3.97,967.34773,0.523
1368,59.1,317.0,62,1.86,7.146851404,91,4.17,92.816252,0.514
1369,57.9,339.0,64,1.71,60.5153506,95,3.9,916.8992515,0.506
1370,56.8,356.0,66,1.97,59.83361364,100,4.8,839.181117,0.494
1371,55.3,388.0,68,1.76,52.60385429,104,4.24,697.66385,0.483
1372,54.1,412.0,70,1.82,39.55677502,108,4.36,519.7999346,0.474
1373,53.0,432.0,72,1.43,36.29775249,112,4.29,458.8843551,0.461
1374,52.4,437.0,74,1.49,35.85204668,115,4.45,436.6875357,0.45
1375,52.1,437.0,76,1.66,32.73674134,118,4.54,395.8493511,0.451
1376,51.9,434.0,77,1.63,3.847602867,120,4.62,41.7763612,0.447
1377,51.9,428.0,77,1.51,0.681685555,121,4.68,43.9797132,0.448
1379,66.1,2.0,0,0.01,97.87193319,0,1.21,1684.54274,0.597
1380,65.8,22.0,0,0.01,137.2591943,0,1.15,1724.361737,0.589
1381,65.7,24.0,0,0.01,147.4549755,0,1.37,1763.815497,0.581
1382,65.5,26.0,0,0.53,30.46703899,0,1.42,1692.613277,0.585
1383,65.3,27.0,0,0.48,18.21661422,0,1.52,1493.1651,0.584
1384,65.2,28.0,0,0.54,162.2903711,0,12.24,1297.285141,0.576
1385,65.1,21.0,0,0.46,167.6201552,0,12.23,1413.3234,0.572
1386,65.0,211.0,0,0.68,188.7108773,0,13.66,1357.632211,0.574
1387,65.0,212.0,0,0.76,18.19457876,0,1.93,1151.555618,0.576
1388,64.9,213.0,0,0.6,111.7392134,0,1.6,1214.556667,0.0
1389,64.8,214.0,0,0.48,10.6242741,0,1.39,113.6286,0.0
1390,64.7,215.0,0,0.5,1.76541345,0,9.98,115.3865,0.0
1391,64.6,217.0,0,0.49,70.75572222,0,9.1,826.58554,0.0
1392,64.3,219.0,0,0.6,59.97185848,0,9.0,734.9492461,0.0
1393,64.1,222.0,0,0.46,11.07543331,0,8.12,796.7937634,0.0
1395,74.6,82.0,0,0.01,2480.896965,1,3.4,42996.4812,0.787
1396,74.5,83.0,1,0.01,2792.677582,1,2.56,48399.9581,0.796
1397,74.3,84.0,1,0.01,2957.973963,1,2.57,51264.7134,0.794
1398,74.2,85.0,1,0.02,2785.097712,1,2.62,48268.5912,0.792
1399,74.0,86.0,1,0.01,2009.575605,1,2.76,38497.61696,0.79
1400,73.9,87.0,1,0.1,3001.628237,1,3.87,37567.3121,0.788
1401,73.8,88.0,1,0.03,2078.392748,1,1.93,55571.9986,0.787
1402,73.7,89.0,1,0.03,2555.303869,1,2.13,45793.97614,0.787
1403,73.6,89.0,1,0.01,2443.444275,1,2.25,42717.55725,0.787
1404,73.6,9.0,0,0.01,239.5751391,1,2.38,3549.26132,0.789
1405,73.5,91.0,0,0.02,1731.073528,1,2.76,26921.8278,0.791
1406,73.4,93.0,0,0.03,159.0098727,1,3.23,2271.56961,0.788
1407,73.3,94.0,0,0.01,1209.680547,1,3.56,17789.41981,0.785
1408,73.2,95.0,0,0.01,113.1997845,1,3.61,1654.96761,0.786
1409,73.2,96.0,0,0.01,959.925862,1,2.51,18389.38433,0.786
1459,74.8,99.0,1,1.32,140.3771361,1,6.39,8161.4614,0.763
1460,74.9,97.0,1,1.29,14.55610463,1,6.63,846.285153,0.766
1461,75.0,93.0,1,1.53,151.1526829,1,6.99,8787.94668,0.763
1462,75.0,93.0,1,1.57,835.0626827,1,7.12,8734.9653,0.758
1463,74.9,94.0,1,1.58,805.3956346,1,7.19,8763.826274,0.752
1464,74.7,95.0,1,1.62,8.140373615,1,7.42,84.268878,0.746
1465,74.5,98.0,1,1.67,69.13924862,1,8.7,712.775759,0.74
1466,74.4,98.0,1,1.72,8.906931168,1,8.9,614.271115,0.731
1467,74.1,1.0,1,1.82,534.5795695,1,8.83,5372.65899,0.733
1468,73.9,11.0,1,1.94,630.0540723,1,8.42,5339.441291,0.0
1469,73.7,13.0,1,2.1,618.3614858,1,8.91,5424.22356,0.0
1470,73.5,15.0,1,2.19,527.9176618,1,9.3,5425.6697,0.0
1471,73.2,17.0,1,1.98,70.13207838,1,1.5,5436.595223,0.0
1472,73.0,11.0,1,2.19,510.6035166,1,1.9,5253.122599,0.0
1473,72.7,112.0,1,2.26,404.3879434,1,1.86,5334.93329,0.0
1475,52.1,522.0,4,0.01,162.1278115,6,1.62,1174.839214,0.491
1476,52.1,518.0,4,0.01,153.3443147,6,11.7,1196.1335,0.484
1477,52.2,513.0,4,0.01,168.1348992,6,11.14,1281.516,0.479
1478,52.3,52.0,4,2.39,195.825251,6,11.79,1352.38433,0.469
1479,51.1,527.0,4,2.71,154.8705998,6,1.87,1173.26212,0.464
1480,49.4,566.0,4,2.75,104.3144732,6,9.8,923.136931,0.453
1481,47.8,592.0,5,2.75,91.85432774,6,8.85,934.428563,0.447
1482,46.2,633.0,4,2.69,9.18432717,6,8.47,918.432717,0.44
1483,45.3,654.0,5,2.61,71.15577609,6,7.12,915.775754,0.437
1484,44.5,675.0,5,2.67,57.90369752,6,6.3,862.9463118,0.437
1485,44.8,666.0,5,1.8,67.91361818,7,6.96,781.5145936,0.439
1486,45.5,648.0,5,1.99,5.300902041,7,7.13,63.636279,0.44
1487,46.4,622.0,5,2.95,3.53457351,7,6.91,47.89395,0.446
1488,47.8,586.0,5,2.86,38.57187011,7,7.53,437.819184,0.443
1489,49.3,543.0,5,3.1,29.86616464,7,6.92,474.8197876,0.445
1491,58.1,329.0,8,0.01,54.37396957,11,1.4,458.4651734,0.426
1492,61.1,258.0,9,0.01,45.04892458,11,9.25,454.1222236,0.419
1493,67.0,261.0,9,0.01,48.09891474,12,1.19,415.361958,0.416
1494,62.0,266.0,9,3.72,60.44658161,12,11.23,379.689583,0.406
1495,59.7,272.0,9,3.64,41.91052416,13,11.87,327.42597,0.403
1496,59.2,277.0,10,3.75,5.592170255,13,14.39,33.667491,0.4
1497,58.6,281.0,10,3.88,40.03344077,14,11.83,232.61732,0.394
1498,57.9,286.0,10,4.03,3.686899287,14,1.24,21.3733292,0.383
1499,56.7,32.0,11,4.05,15.79934152,15,1.9,178.92799,0.377
1500,55.3,316.0,12,4.19,22.39648813,16,8.4,168.648254,0.372
1501,54.0,329.0,12,4.24,17.85870796,17,8.77,149.4452549,0.335
1502,50.0,42.0,13,4.21,9.758449266,18,3.44,133.494518,0.373
1503,56.0,371.0,13,4.27,10.424369,19,5.43,177.285187,0.376
1504,51.5,333.0,14,4.4,16.72142854,20,6.41,174.1815473,0.386
1505,51.9,39.0,14,4.46,12.19709744,20,5.91,183.4149991,0.338
1510,71.3,161.0,2,0.01,36.11567366,2,4.77,562.549434,0.756
1511,72.8,132.0,2,0.01,52.50394196,2,3.5,1212.56217,0.755
1512,72.7,132.0,2,0.01,63.55170297,2,3.16,1296.97353,0.757
1513,72.6,132.0,2,0.01,532.6700005,2,2.4,14396.4865,0.757
1514,72.5,132.0,2,0.01,54.8789106,3,2.63,1138.56661,0.756
1515,72.2,134.0,2,0.01,493.415341,3,2.51,9344.987518,0.752
1516,71.9,138.0,2,0.01,472.3047034,3,2.71,8171.361651,0.748
1517,71.5,141.0,2,0.01,31.80653288,3,3.46,586.8364,0.747
1518,71.3,144.0,3,0.01,295.1166511,3,4.6,4676.96753,0.74
1519,71.1,146.0,3,0.01,29.13434871,3,4.57,375.442638,0.736
1520,71.0,147.0,3,0.01,362.3817951,3,4.6,6269.58123,0.732
1521,78.0,148.0,3,0.01,457.3202236,3,3.41,7145.628494,0.727
1555,65.1,225.0,29,0.01,5.339065673,39,3.4,452.4631926,0.509
1556,64.7,23.0,29,0.87,79.50882493,40,4.15,461.723722,0.508
1557,64.3,235.0,30,0.87,59.97914461,42,3.46,443.9611,0.506
1558,63.8,241.0,31,0.97,78.79967196,43,4.24,454.963464,0.504
1559,63.3,248.0,32,1.03,76.60442169,45,4.86,412.739341,0.503
1560,62.8,254.0,33,0.91,71.16601203,47,4.7,415.6893226,0.5
1561,62.3,259.0,34,0.68,6.448762615,49,4.5,47.733254,0.491
1562,61.9,261.0,35,0.71,55.43034455,51,4.98,377.8482928,0.483
1563,61.4,263.0,36,0.68,38.41870375,54,5.11,292.157443,0.478
1564,69.0,265.0,37,0.72,33.74786198,56,5.3,274.819723,0.473
1565,64.0,267.0,38,0.81,23.72796328,58,4.89,245.1235876,0.466
1566,59.9,268.0,40,0.93,37.12894787,60,4.81,316.7998965,0.457
1567,59.3,271.0,41,0.9,47.5262138,63,5.29,262.2859481,0.462
1568,58.7,276.0,42,1.05,42.56331585,65,5.17,278.555732,0.456
1569,57.9,283.0,44,1.16,35.66125056,68,5.8,245.939659,0.0
1571,57.6,377.0,27,0.01,59.48744893,40,11.38,354.7253961,0.466
1572,56.7,394.0,29,0.01,55.83107625,42,1.96,332.922339,0.459
1573,55.3,42.0,31,0.01,82.76865922,46,12.6,374.51882,0.454
1574,54.1,441.0,32,1.23,13.77617463,50,11.67,512.125451,0.444
1575,52.9,462.0,35,1.08,9.728005297,54,1.5,458.8681744,0.43
1576,51.5,491.0,36,1.16,7.915071248,56,1.18,42.7379657,0.415
1577,50.0,525.0,36,1.27,74.34482999,58,1.7,372.842678,0.4
1578,48.5,559.0,37,1.18,4.269511381,59,9.31,32.2227274,0.387
1579,47.1,587.0,38,1.18,6.847033785,61,8.99,297.6971211,0.377
1580,46.0,66.0,39,1.04,5.670640102,62,8.2,28.3673842,0.371
1581,45.1,615.0,40,1.11,58.13583343,65,7.82,274.2256294,0.366
1582,44.6,613.0,43,1.08,4.375316094,70,6.35,26.152517,0.362
1583,44.0,67.0,46,1.1,3.885394742,75,4.82,29.9798977,0.388
1584,43.5,599.0,48,1.15,12.79760626,80,5.7,146.7615397,0.387
1585,43.1,588.0,51,1.18,13.76270195,84,6.7,153.2594872,0.391
1587,74.8,126.0,4,0.52,721.3655432,4,4.17,11183.96191,0.783
1588,74.6,128.0,3,0.53,110.6779711,4,4.2,1882.27842,0.779
1589,74.5,129.0,3,0.53,101.609245,4,4.1,1779.49641,0.776
1590,74.3,13.0,3,0.51,9.23002632,4,3.89,145.1262,0.774
1591,74.1,131.0,3,0.49,65.56659662,4,3.99,971.356987,0.764
1592,74.0,131.0,3,0.47,431.5452472,4,3.97,7326.744435,0.756
1593,73.8,132.0,3,0.47,438.4519214,4,3.47,8513.629541,0.747
1594,73.7,133.0,3,0.43,409.9812523,4,3.61,7269.17114,0.736
1595,73.6,134.0,3,0.42,365.9113978,4,3.65,6222.982955,0.732
1596,73.4,135.0,3,0.46,297.5913833,4,3.29,5593.822995,0.734
1597,73.2,137.0,3,0.49,315.6639322,4,3.74,4955.477743,0.731
1598,73.1,138.0,3,0.48,264.2496129,4,3.95,4463.675893,0.724
1599,72.9,14.0,4,0.49,216.7029481,4,3.4,4167.364387,0.723
1600,72.7,144.0,4,0.53,210.2417002,5,3.4,3915.11546,0.725
1601,72.4,149.0,4,0.54,23.37167228,5,3.4,445.17471,0.715
1603,78.2,62.0,0,0.01,2051.748615,0,13.73,7716.2415,0.693
1604,77.9,64.0,0,0.01,1626.591186,0,11.16,7112.33575,0.683
1605,77.6,65.0,0,0.01,1259.940376,0,9.16,6541.7465,0.675
1606,77.3,67.0,0,1.92,1079.893546,0,8.11,6497.55443,0.663
1607,76.7,73.0,0,1.83,91.13971812,0,7.93,633.79498,0.653
1608,76.3,75.0,0,1.59,100.503021,0,9.22,597.1659,0.651
1609,75.9,81.0,0,1.76,1077.712092,0,9.3,5828.621374,0.641
1610,75.4,82.0,0,1.78,6.491488598,0,6.64,52.862285,0.632
1611,75.0,88.0,0,1.62,659.8499118,0,7.37,4428.522898,0.622
1612,74.3,93.0,0,1.47,620.9518909,0,9.52,3488.493769,0.625
1613,73.4,16.0,0,1.6,611.9093566,0,5.89,3853.33348,0.617
1614,72.7,112.0,0,1.75,491.4978908,0,5.9,3432.247841,0.601
1615,71.8,124.0,0,1.95,4.299053392,0,5.78,32.37239,0.597
1616,78.0,129.0,0,1.98,41.30688803,0,5.84,298.67598,0.587
1617,69.6,139.0,0,1.83,300.1621026,0,8.0,2182.99711,0.577
1619,57.8,272.0,52,0.01,46.56231672,85,6.86,825.5729915,0.43
1620,57.3,275.0,53,0.01,36.86104319,86,6.58,777.659139,0.421
1621,57.2,27.0,53,0.01,96.5465827,88,6.47,777.3476868,0.411
1622,56.8,271.0,54,0.61,101.8113996,90,6.59,835.88998,0.404
1623,56.5,273.0,54,0.6,9.585584394,91,6.35,78.377632,0.396
1624,56.0,276.0,55,0.59,84.63438925,93,6.85,697.153124,0.385
1625,55.5,278.0,55,0.57,102.1413744,94,6.74,689.6784228,0.36
1626,55.0,282.0,56,0.55,81.8405007,96,6.97,595.6368319,0.363
1627,54.3,288.0,57,0.53,67.70920683,98,6.56,521.6425796,0.35
