,life_expectancy,adult_mortality,alcohol,percentage_expenditure,under_five_deaths,total_expenditure,gdp,income_composition_of_resources,schooling
2704,64.5,235.0,2.4,34.23979419,8.0,1.93,394.467675,0.0,10.5
2721,56.3,41.0,9.79,72.85023656,130.0,9.1,449.6928183,0.453,10.6
2737,67.7,273.0,9.46,456.4586664,6.0,6.63,3891.37823,0.73,14.9
2753,75.8,85.0,1.86,4003.908598,1.0,2.93,45758.9554,0.829,13.1
2769,79.6,182.14285714285714,11.47,0.0,4.0,8.85,10604.04036383782,0.6457167630057803,12.176300578034683
2785,56.2,376.0,3.44,0.0,138.0,4.21,10604.04036383782,0.6457167630057803,12.176300578034683
2801,78.2,18.0,8.74,0.0,31.0,16.2,10604.04036383782,0.6457167630057803,12.176300578034683
2817,76.4,119.0,6.76,24.73142261,1.0,8.17,962.312164,0.77,15.7
2833,67.9,184.0,2.36,13.89021225,25.0,5.92,182.28625,0.644,11.9
2849,75.0,153.0,1.18,345.339056,56.43283582089552,3.66,2697.961375,0.582,10.7
2865,73.2,168.0,8.18,0.0,10.0,3.98,10604.04036383782,0.745,13.4
2881,74.9,135.0,3.58,0.0,35.0,5.53,10604.04036383782,0.633,11.6
2897,63.8,238.0,0.04,0.0,47.0,5.12,10604.04036383782,0.48,8.5
2913,55.7,45.0,2.12,153.6783754,49.0,4.87,1369.68249,0.504,11.4
2929,48.2,632.0,3.56,20.84342867,46.0,4.96,325.678573,0.421,9.7
8,57.5,295.0,0.02,10.91015598,113.0,6.73,369.835796,0.415,8.4
24,75.9,171.3470588235294,5.58,32.24655228,1.0,6.1,363.13685,0.703,11.6
40,73.8,129.0,0.44,320.3239241,23.0,3.82,3935.183343,0.69,12.3
56,48.2,375.0,6.35,184.8213446,138.0,3.38,2878.837144,0.454,7.7
72,75.0,144.0,8.64,257.9665308,58.35820895522388,4.27,14252.29452,0.781,14.5
88,74.8,129.0,8.16,1105.659031,12.0,6.49,7193.61764,0.788,16.3
104,73.5,132.0,3.99,44.57219966,1.0,4.31,3138.8873,0.707,11.7
120,81.3,66.0,10.56,872.5986092,2.0,8.53,4991.98289,0.918,19.0
136,81.0,171.3470588235294,12.5,7453.8644,58.35820895522388,1.4,46586.6525,0.86,15.2
152,73.0,14.0,1.02,176.0107106,7.0,5.1,3851.437869,0.708,11.6
168,74.4,167.0,10.75,0.0,58.35820895522388,7.8,8537.243114064102,0.79,12.5
184,75.6,77.0,2.0,278.3602806,58.35820895522388,3.8,2977.1153,0.813,14.4
200,68.6,151.0,0.01,46.36536703,201.0,2.8,541.651484,0.513,8.6
216,74.2,113.0,8.47,1641.30981,58.35820895522388,5.64,16462.48556,0.771,15.0
232,69.8,226.0,14.22,464.077513,1.0,6.44,4735.484827,0.739,14.9
248,79.5,86.0,10.25,640.3560918,1.0,9.25,4443.83131,0.871,15.8
264,69.6,181.0,7.24,69.63051047,58.35820895522388,4.76,4324.876427,0.7,12.8
280,57.1,283.0,1.12,7.49281752,39.0,4.55,76.535419,0.438,8.9
296,66.5,238.0,0.16,283.806236,1.0,5.88,1741.142552,0.0,10.1
312,66.8,216.0,3.47,0.0,14.0,4.96,8537.243114064102,0.626,14.1
328,75.4,16.0,5.16,8.240355867,58.35820895522388,8.37,418.292176,0.703,12.9
344,56.9,436.0,6.21,512.5887995,3.0,4.71,5714.47937,0.63,12.1
360,73.3,159.0,7.19,394.9321299,73.0,8.28,7313.557962,0.7,13.5
376,76.0,171.3470588235294,0.85,2048.557422,58.35820895522388,2.32,32672.36717,0.84,14.3
392,72.6,157.0,10.89,591.5100978,1.0,6.41,5932.899677,0.755,13.5
408,55.3,293.0,4.58,73.92730583,83.0,6.63,475.11122,0.334,4.9
424,54.8,355.0,4.54,1.72659515,36.0,1.3,17.79995,0.309,7.2
440,49.9,443.0,2.58,0.0,87.0,6.35,8537.243114064102,0.639,12.038150289017343
456,72.3,126.0,5.28,345.463714,58.35820895522388,4.3,3112.285712,0.602,11.9
472,65.0,24.0,2.08,57.73516711,20.0,3.75,631.675789,0.495,10.3
488,53.6,395.0,5.44,7.562892922,89.0,4.76,111.71186,0.456,8.0
504,85.0,74.0,8.3,7946.743581,2.0,9.83,44544.5268,0.894,15.8
520,46.8,495.0,1.5,60.04884821,26.0,4.4,397.148467,0.33,6.2
536,49.4,394.0,0.42,5.962923532,80.0,3.35,81.683884,0.306,5.7
552,78.9,171.3470588235294,7.39,209.4875875,2.0,6.35,1526.87746,0.797,14.8
568,74.4,96.0,3.88,312.6624819,332.0,4.32,2695.366223,0.659,11.4
584,73.5,144.0,4.66,780.5946749,17.0,6.25,4674.21961,0.675,11.9
600,66.0,259.0,0.16,9.087638194,2.0,4.93,72.759313,0.459,10.0
616,58.2,354.0,2.75,0.0,11.0,2.54,8537.243114064102,0.517,9.8
633,78.9,93.0,4.2,150.8891479,1.0,8.37,612.623418,0.734,12.8
649,75.8,114.0,12.56,2019.812779,58.35820895522388,7.44,13546.69872,0.793,14.3
665,78.1,14.0,4.13,750.7147641,1.0,1.42,5184.494227,0.754,16.0
681,78.9,63.0,11.56,1958.525877,58.35820895522388,6.5,31386.63265,0.836,13.5
697,76.8,17.0,13.43,0.0,58.35820895522388,6.52,8537.243114064102,0.639,12.038150289017343
713,68.5,166.0,3.13,0.0,12.0,5.631055555555555,8537.243114064102,0.639,12.038150289017343
729,55.7,299.0,1.52,0.0,326.0,3.61,8537.243114064102,0.639,12.038150289017343
745,78.4,93.0,10.99,9703.068121,58.35820895522388,9.99,58487.451,0.904,16.7
761,59.8,296.0,0.45,20.86878709,2.0,7.72,147.586896,0.416,4.5
778,72.9,164.0,6.05,74.8217488,8.0,4.34,4647.31359,0.685,12.7
794,74.7,14.0,3.63,19.60467787,9.0,5.94,359.71886,0.696,12.9
810,69.7,171.0,0.21,0.0,65.0,4.95,8537.243114064102,0.644,11.7
826,71.2,23.0,2.83,52.30172215,3.0,6.32,334.83817,0.657,12.9
842,55.0,339.0,6.86,1024.519543,4.0,2.25,15761.83913,0.587,9.0
858,62.0,329.0,1.23,11.42385961,9.0,3.29,317.3294336,0.405,5.3
874,73.0,189.0,17.87,1904.12469,58.35820895522388,5.16,16586.452,0.829,16.1
890,58.5,39.0,1.06,30.46451811,286.0,4.69,243.326822,0.362,7.1
906,68.6,29.0,2.09,5.889526221,58.35820895522388,3.74,478.82327,0.698,14.2
922,79.3,96.0,10.45,6147.1323,58.35820895522388,8.9,48288.5491,0.873,17.2
938,89.0,89.0,12.2,64.73714894,3.0,1.45,416.58397,0.873,16.1
954,61.6,291.0,9.02,545.4389573,3.0,2.86,8352.81711,0.645,12.4
970,58.5,288.0,2.64,0.0,6.0,5.76,8537.243114064102,0.42,8.4
986,74.4,171.3470588235294,8.65,106.164686,1.0,8.17,2492.12878,0.722,12.5
1002,79.8,82.0,11.5,7777.556353,3.0,1.18,41814.8191,0.898,16.6
1018,59.9,28.0,1.25,3.181373629,61.0,5.3,19.686718,0.519,9.1
1034,79.4,171.3470588235294,9.67,3632.243121,58.35820895522388,9.41,28827.32636,0.855,16.4
1050,71.9,164.0,9.06,95.19375921,58.35820895522388,5.88,7322.596862,0.0,15.3
1066,75.0,192.0,2.4,380.9632429,16.0,6.86,2489.955836,0.578,10.1
1082,56.4,36.0,0.19,1.399626733,48.0,3.8,49.456775,0.364,7.6
1098,55.0,32.0,2.98,31.06932595,7.0,6.1,481.694976,0.394,8.8
1114,65.7,232.0,7.2,362.8702271,1.0,6.45,2327.58324,0.62,11.2
1130,61.8,266.0,6.08,56.77858733,23.0,5.56,615.8198192,0.458,8.4
1146,73.0,16.0,3.16,222.4823338,6.0,7.89,1592.572182,0.59,10.9
1162,73.5,176.0,12.55,163.3433278,1.0,7.51,13842.6549,0.809,15.3
1178,81.3,59.0,7.53,12042.97366,58.35820895522388,8.75,68348.31817,0.887,18.2
1194,65.2,26.0,1.59,5.234770324,1900.0,4.23,118.166373,0.546,9.9
1210,67.5,19.0,0.06,102.633435,188.0,3.1,1855.93915,0.638,11.0
1226,72.4,138.0,0.02,0.0,29.0,5.84,8537.243114064102,0.704,11.8
1242,65.9,227.0,0.14,146.7606488,38.0,3.69,3129.224922,0.636,10.2
1258,79.5,75.0,13.59,9797.552661,58.35820895522388,7.57,61388.17457,0.902,17.6
1274,84.0,68.0,2.33,4.3451016,1.0,7.37,258.637,0.872,15.7
1290,81.3,63.0,8.37,5228.821581,2.0,8.48,37698.78573,0.862,16.1
1306,74.2,148.0,3.64,25.62349238,1.0,4.87,462.517913,0.714,12.5
1322,82.6,67.0,7.29,6599.995239,4.0,8.25,35275.22843,0.877,15.0
1338,73.0,171.3470588235294,0.6,373.2628643,4.0,8.35,2762.86354,0.736,13.6
1354,65.3,288.0,7.44,499.730412,9.0,3.19,6771.414797,0.754,14.7
1370,56.8,356.0,1.97,59.83361364,100.0,4.8,839.181117,0.494,10.1
1386,65.0,211.0,0.68,188.7108773,58.35820895522388,13.66,1357.632211,0.574,11.8
1402,73.7,89.0,0.03,2555.303869,1.0,2.13,45793.97614,0.787,13.9
1418,67.2,229.0,2.77,0.0,4.0,6.87,8537.243114064102,0.618,12.6
1434,62.1,234.0,5.0,0.0,15.0,4.14,8537.243114064102,0.509,9.0
1450,78.0,221.0,12.12,170.9884138,58.35820895522388,7.1,1444.1589,0.814,16.2
1466,74.4,98.0,1.72,8.906931168,1.0,8.9,614.271115,0.731,12.9
1482,46.2,633.0,2.69,9.18432717,6.0,8.47,918.432717,0.44,10.6
1498,57.9,286.0,4.03,3.686899287,14.0,1.24,21.3733292,0.383,9.9
1514,72.5,132.0,0.01,54.8789106,3.0,2.63,1138.56661,0.756,15.1
1530,72.0,24.0,13.4,1581.511914,58.35820895522388,6.22,12297.91535,0.812,16.4
1546,79.7,82.0,11.75,267.051312,58.35820895522388,6.8,1618.4928,0.877,13.5
1562,61.9,261.0,0.71,55.43034455,51.0,4.98,377.8482928,0.483,9.1
1578,48.5,559.0,1.18,4.269511381,59.0,9.31,32.2227274,0.387,9.7
1594,73.7,133.0,0.43,409.9812523,4.0,3.61,7269.17114,0.736,12.3
1610,75.4,82.0,1.78,6.491488598,58.35820895522388,6.64,52.862285,0.632,11.9
1626,55.0,282.0,0.55,81.8405007,96.0,6.97,595.6368319,0.363,6.4
1642,79.6,65.0,7.45,2578.888314,58.35820895522388,8.36,19375.5696,0.808,14.4
1659,61.2,219.0,0.02,7.35400072,12.0,3.54,113.3128,0.475,7.4
1675,72.9,161.0,3.24,582.5143743,58.35820895522388,4.24,6574.654338,0.72,13.5
1691,76.0,123.0,5.35,105.7476131,45.0,5.92,933.341687,0.731,12.3
1707,68.2,175.0,1.64,0.0,58.35820895522388,11.99,8537.243114064102,0.625,11.0
1724,65.9,26.0,3.79,126.698109,2.0,5.6,1634.81431,0.661,13.0
1740,74.2,125.0,4.98,678.5188944,58.35820895522388,6.74,5957.145693,0.762,13.6
1756,71.4,128.0,0.56,157.6431445,25.0,5.48,2494.353552,0.581,10.0
1772,52.1,425.0,1.03,53.9502789,108.0,5.25,422.1461573,0.36,8.2
1788,64.5,217.0,0.26,0.5305728,78.0,1.68,41.451,0.484,8.1
1804,60.0,356.0,5.12,62.11039296,4.0,6.99,422.51968,0.578,11.3
1821,66.6,194.0,0.2,52.22906505,38.0,5.84,393.8843518,0.486,10.0
1837,82.0,68.0,9.53,9689.732784,1.0,9.36,51241.31562,0.899,16.6
1853,81.0,76.0,9.19,606.3106561,58.35820895522388,8.35,3259.73471,0.891,19.2
1869,72.5,173.0,3.83,253.0007812,4.0,6.91,1344.31871,0.601,11.0
1885,55.2,276.0,0.1,35.80929749,106.0,6.94,292.55962,0.293,3.8
1901,55.0,388.0,9.55,104.4746444,863.0,4.47,1136.829645,0.477,9.1
1918,85.0,67.0,6.6,14829.41215,58.35820895522388,8.58,85128.65759,0.934,17.6
1934,74.9,113.0,0.57,88.45038011,1.0,2.43,1585.13226,0.753,11.5
1950,64.4,178.0,0.03,3.912744517,459.0,3.35,95.4327931,0.505,6.7
1967,76.4,124.0,6.16,76.2508038,2.0,6.31,668.8667,0.743,12.9
1983,61.1,295.0,0.71,85.7175381,14.0,4.4,956.668952,0.461,8.6
1999,72.5,159.0,5.61,318.6201852,4.0,6.41,2312.192926,0.649,12.0
2015,74.0,133.0,4.29,516.4037021,15.0,4.6,3611.2147,0.696,13.2
2031,67.5,216.0,4.19,137.327474,80.0,3.94,1672.685433,0.648,11.4
2047,75.3,144.0,10.9,14.3042452,3.0,6.28,1126.31852,0.808,15.0
2063,78.7,94.0,12.57,333.3569124,58.35820895522388,9.62,2278.5845,0.797,15.4
2079,76.7,83.0,1.24,44.18506273,58.35820895522388,2.31,675.61258,0.83,12.6
2095,79.8,77.0,9.05,0.0,2.0,5.99,8537.243114064102,0.639,12.038150289017343
2111,68.3,237.0,9.66,0.0,1.0,1.88,8537.243114064102,0.639,12.038150289017343
2127,72.9,154.0,10.6,919.1673438,3.0,5.21,8214.185378,0.766,14.1
2143,67.3,282.0,12.19,11.02617159,19.0,5.38,911.25385,0.761,13.8
2159,59.6,295.0,6.78,7.409771603,30.0,8.49,44.853339,0.424,10.1
2176,73.9,151.0,12.68,0.0,58.35820895522388,6.81,8537.243114064102,0.707,12.8
2192,71.9,17.0,5.89,0.0,58.35820895522388,3.92,8537.243114064102,0.702,13.3
2208,72.2,149.0,3.85,47.73638191,58.35820895522388,5.25,322.543121,0.682,12.9
2225,65.1,217.0,4.14,49.93698173,58.35820895522388,7.44,894.927988,0.527,10.3
2241,73.2,99.0,0.1,1307.89002,10.0,3.49,16472.1665,0.773,12.7
2257,62.1,23.0,0.32,8.309152927,36.0,4.72,95.3978522,0.425,6.8
2273,73.8,132.0,9.3,772.8700353,1.0,1.2,5458.121718,0.743,13.5
2289,72.2,185.0,8.12,916.4741775,58.35820895522388,3.3,12154.82994,0.733,13.1
2305,45.3,45.0,3.86,45.57108889,45.0,1.12,358.8274716,0.357,8.2
2321,81.1,65.0,1.6,3082.973535,58.35820895522388,3.46,39223.58187,0.873,14.1
2337,74.4,14.0,10.58,0.0,58.35820895522388,7.76,8537.243114064102,0.802,14.5
2353,78.3,171.3470588235294,11.02,3256.724028,58.35820895522388,7.98,23841.31792,0.865,16.8
2369,67.6,171.3470588235294,0.85,28.90135229,58.35820895522388,6.42,146.931125,0.482,9.0
2385,51.5,34.0,0.01,0.0,84.0,5.631055555555555,8537.243114064102,0.639,12.038150289017343
2401,54.5,486.0,8.48,805.490079,79.0,7.53,6125.39984,0.612,12.9
2417,53.1,381.0,5.0140659340659335,0.0,43.0,5.631055555555555,8537.243114064102,0.0,0.0
2433,89.0,72.0,11.05,510.9327012,2.0,8.36,3279.414,0.849,16.0
2449,73.7,146.0,2.29,127.6377505,5.0,3.76,1644.816372,0.725,13.2
2465,61.4,254.0,2.01,86.13166944,97.0,4.72,1115.6952,0.44,6.4
2481,69.5,22.0,4.72,685.0299083,58.35820895522388,5.92,5761.39536,0.684,11.7
2497,50.0,51.0,5.55,43.3664999,4.0,7.5,347.48798,0.508,10.5
2513,89.0,63.0,6.9,7593.391622,58.35820895522388,8.92,53324.37937,0.895,15.8
2529,81.7,63.0,10.44,11892.33429,58.35820895522388,1.21,63223.46778,0.911,15.3
2545,73.8,121.0,0.83,17.98136184,9.0,3.72,258.3529,0.644,11.5
2561,66.1,181.0,0.35,2.272404904,12.0,5.35,52.35956,0.586,10.9
2577,73.3,165.0,6.2,520.7639087,14.0,3.56,3972.26475,0.687,12.3
2593,73.5,171.3470588235294,1.75,0.0,58.35820895522388,6.9,8537.243114064102,0.709,12.2
2609,65.8,173.0,0.05,11.75766897,3.0,0.37,524.8959363,0.541,11.3
2625,55.9,344.0,1.37,0.675682939,22.0,5.55,42.764743,0.443,10.6
2641,72.5,146.0,2.05,568.8692813,58.35820895522388,5.82,2932.315883,0.698,14.5
2657,69.7,187.0,6.37,136.8836683,58.35820895522388,4.82,1653.1844,0.76,12.4
2673,74.6,171.3470588235294,1.24,469.6282925,4.0,5.64,3778.184171,0.695,14.3
2689,73.2,124.0,1.26,115.5801103,31.0,6.4,979.49246,0.697,12.3
2705,64.1,241.0,2.58,0.358651421,8.0,2.16,26.371428,0.0,10.4
2722,55.5,41.0,9.65,6.002527685,137.0,9.76,41.858631,0.442,10.3
2738,67.5,277.0,8.86,46.19685449,6.0,6.36,368.68998,0.723,14.8
2754,75.6,87.0,1.69,3759.457226,1.0,2.57,42672.61323,0.826,12.9
2770,79.5,171.3470588235294,11.84,0.0,4.0,8.42,8537.243114064102,0.639,12.038150289017343
2786,54.5,411.0,4.4,0.0,141.0,4.72,8537.243114064102,0.639,12.038150289017343
2802,78.1,171.3470588235294,8.74,0.0,32.0,15.57,8537.243114064102,0.639,12.038150289017343
2818,75.4,124.0,6.67,14.47305874,1.0,8.23,79.69746,0.76,15.3
2834,67.8,184.0,2.15,9.290983645,26.0,5.81,83.476942,0.631,11.8
2850,73.0,157.0,1.01,342.4908556,58.35820895522388,3.67,2393.367265,0.579,10.7
2866,73.4,165.0,8.7,0.0,10.0,5.25,8537.243114064102,0.728,12.9
2882,74.7,136.0,3.01,0.0,35.0,6.9,8537.243114064102,0.625,11.4
2898,63.4,24.0,0.05,0.0,49.0,4.92,8537.243114064102,0.477,8.6
2914,52.6,487.0,2.08,10.85148218,51.0,4.37,114.587985,0.492,11.1
2930,46.6,67.0,3.88,29.81456607,46.0,4.47,396.9982166,0.414,9.6
9,57.3,295.0,0.03,17.17151751,116.0,7.43,272.56377,0.405,8.1
25,74.2,99.0,5.31,3.3021542,1.0,5.86,35.1293,0.696,11.4
41,73.4,132.0,0.36,270.2401962,23.0,3.36,3464.6179,0.686,12.3
57,47.7,381.0,5.84,25.08688824,143.0,4.54,262.415149,0.439,7.2
73,74.8,145.0,8.93,216.3146941,60.01481481481481,4.34,12724.39377,0.773,14.7
89,75.2,127.0,7.75,961.1774676,12.0,6.68,5878.76127,0.782,16.1
105,72.9,141.0,4.01,244.5352767,1.0,4.58,2158.299,0.692,11.2
121,81.2,66.0,10.31,6187.062017,2.0,8.49,36118.28381,0.915,20.3
137,79.8,81.0,12.4,69.92899358,60.01481481481481,1.35,443.99361,0.854,15.0
153,69.2,154.0,0.85,105.6337264,7.0,6.17,2473.85776,0.682,10.7
169,74.2,171.0,11.07,0.0,60.01481481481481,6.93,7347.033143353846,0.788,12.4
185,75.5,79.0,2.1,170.7374027,60.01481481481481,3.8,1937.99549,0.81,14.2
201,68.2,152.0,0.01,42.3304549,215.0,2.8,494.51466,0.506,8.4
217,74.1,115.0,8.39,181.5000856,60.01481481481481,5.27,15646.5591,0.766,14.8
233,68.9,243.0,12.6,364.426052,1.0,6.34,3848.215966,0.723,14.6
249,79.4,85.0,10.98,5579.199083,1.0,9.17,38852.3613,0.865,15.7
265,69.4,184.0,6.48,387.3324928,60.01481481481481,4.4,4187.3783,0.692,12.3
281,56.8,284.0,1.19,75.91429496,39.0,4.75,625.8392,0.434,8.7
297,65.8,245.0,0.29,169.2023968,1.0,5.27,1335.45696,0.0,9.6
313,66.2,219.0,3.23,0.0,15.0,5.19,7347.033143353846,0.625,14.3
329,75.7,178.0,4.82,38.25414065,60.01481481481481,8.28,344.321698,0.697,12.7
345,54.8,491.0,6.45,76.31867911,3.0,4.93,5374.554867,0.61,11.9
361,73.0,161.0,7.1,30.30374691,79.0,8.36,586.145975,0.698,13.8
377,76.3,93.0,0.67,24.97532919,60.01481481481481,2.24,398.96692,0.837,14.3
393,72.2,161.0,10.39,508.6304588,1.0,6.67,4513.13628,0.75,13.5
409,54.3,32.0,4.73,64.24025208,86.0,6.58,422.6332374,0.325,4.7
425,54.1,361.0,4.5,21.24915339,36.0,11.49,165.8794176,0.29,5.9
441,49.4,452.0,2.65,0.0,89.0,5.87,7347.033143353846,0.6323121387283237,11.91791907514451
457,72.1,129.0,4.25,26.45133197,60.01481481481481,5.11,234.28992,0.596,11.9
473,64.1,216.0,2.03,51.50447119,21.0,4.48,539.8791529,0.483,10.1
489,53.3,394.0,5.22,0.962497052,91.0,4.69,12.989164,0.456,8.2
505,85.0,75.0,8.2,771.1817686,2.0,9.75,4386.69948,0.891,15.8
521,46.3,56.0,1.54,46.90117916,26.0,3.99,347.673678,0.323,6.0
537,48.5,414.0,0.41,62.67225971,80.0,3.32,712.1847694,0.303,5.5
553,78.9,91.0,7.33,1275.689625,2.0,6.18,9484.681227,0.796,14.9
569,74.2,98.0,3.28,29.74342979,360.0,4.52,299.229676,0.646,11.0
585,73.1,147.0,4.53,62.43710774,17.0,6.11,379.78776,0.669,11.5
601,63.0,262.0,0.25,77.0283958,2.0,4.57,648.38717,0.451,9.9
617,56.9,368.0,2.25,0.0,12.0,2.37,7347.033143353846,0.507,9.6
634,78.0,16.0,4.15,1185.412346,1.0,7.82,5245.187372,0.727,12.6
650,75.9,113.0,11.83,1555.651986,60.01481481481481,6.95,11363.41845,0.783,13.9
666,78.0,14.0,4.17,523.4724284,1.0,7.67,4669.6916,0.732,14.7
682,78.8,64.0,11.47,1700.841534,60.01481481481481,6.28,27169.99256,0.829,13.4
698,76.5,19.0,13.03,0.0,60.01481481481481,6.69,7347.033143353846,0.6323121387283237,11.91791907514451
714,68.5,165.0,3.28,0.0,12.0,5.699000000000001,7347.033143353846,0.6323121387283237,11.91791907514451
730,55.0,36.0,1.53,0.0,327.0,3.39,7347.033143353846,0.6323121387283237,11.91791907514451
746,78.1,93.0,11.02,850.9544783,60.01481481481481,9.92,5226.99311,0.902,16.9
762,59.1,39.0,1.02,121.4812077,2.0,7.5,965.6693779,0.405,4.3
779,72.3,178.0,6.2,352.9551269,8.0,4.34,3836.468771,0.677,12.6
795,74.4,144.0,3.52,19.13983284,9.0,5.86,335.786541,0.693,12.8
811,69.5,175.0,0.18,0.0,66.0,5.24,7347.033143353846,0.636,11.5
827,75.0,211.0,2.77,57.74562629,3.0,6.68,362.951768,0.651,12.9
843,54.8,337.0,7.28,827.5979335,4.0,2.13,12732.2759,0.569,9.0
859,59.7,336.0,0.97,10.60269773,9.0,3.3,297.828588,0.405,5.3
875,73.0,188.0,16.58,244.3510801,60.01481481481481,5.1,12595.4165,0.822,16.1
891,57.2,328.0,1.22,22.18952246,304.0,4.47,193.794956,0.346,6.6
907,68.5,211.0,2.06,52.1241634,60.01481481481481,3.84,3749.939813,0.695,14.0
923,79.2,96.0,10.15,524.7775227,60.01481481481481,8.38,4112.67651,0.869,17.2
939,86.0,92.0,12.4,5689.991931,4.0,1.53,36544.5853,0.87,16.1
955,61.4,288.0,8.01,40.53719812,3.0,2.88,727.777345,0.646,12.4
971,58.2,288.0,2.93,0.0,6.0,5.52,7347.033143353846,0.415,8.1
987,73.9,126.0,6.18,110.1138286,1.0,8.39,1872.68416,0.714,12.6
1003,79.6,84.0,11.76,6407.535954,3.0,1.34,36447.87232,0.892,16.5
1019,59.4,288.0,1.7,129.0263364,62.0,4.64,922.9351677,0.51,8.7
1035,79.7,77.0,9.42,318.5806628,1.0,9.34,2481.15781,0.85,16.3
1051,71.7,167.0,9.06,662.2663687,60.01481481481481,5.99,6764.722867,0.0,15.1
1067,69.7,24.0,2.38,352.0244894,17.0,7.7,2256.56724,0.57,9.8
1083,55.6,317.0,0.16,10.3839337,49.0,3.2,296.68382,0.356,7.1
1099,54.4,36.0,3.22,21.53374936,8.0,5.87,418.94454,0.388,8.3
1115,65.2,24.0,7.04,170.6325842,1.0,4.67,1945.6395,0.622,11.7
1131,61.1,28.0,6.18,6.995556386,23.0,5.7,55.47626,0.455,8.3
1147,72.8,161.0,3.23,192.9297829,6.0,7.63,1437.628785,0.583,10.8
1163,73.4,177.0,13.16,1299.459306,1.0,8.1,11398.76584,0.802,15.2
1179,81.1,61.0,7.2,1003.139804,60.01481481481481,8.96,5613.54115,0.884,18.1
1195,64.8,28.0,1.37,34.85942671,2000.0,4.25,792.259698,0.536,9.7
1211,67.3,191.0,0.06,72.0159316,194.0,2.91,1586.254,0.632,10.9
1227,72.2,139.0,0.02,0.0,30.0,5.95,7347.033143353846,0.692,11.4
1243,64.7,249.0,0.03,75.25799773,38.0,3.0,2351.812429,0.631,10.2
1259,79.0,78.0,13.44,9126.931178,60.01481481481481,7.22,54326.9713,0.896,17.6
1275,84.0,68.0,2.23,33.58620657,1.0,7.38,2195.1769,0.87,15.7
1291,81.2,65.0,8.44,473.1915451,2.0,8.82,3341.7482,0.856,16.0
1307,74.0,15.0,3.63,194.092569,1.0,4.22,4313.1682,0.709,12.5
1323,82.4,68.0,7.49,6502.136974,4.0,8.19,35433.98896,0.873,14.9
1339,72.8,121.0,0.59,313.3626015,4.0,8.8,2537.349,0.733,13.7
1355,65.0,295.0,7.08,76.19868936,9.0,3.73,5291.57565,0.747,14.3
1371,55.3,388.0,1.76,52.60385429,104.0,4.24,697.66385,0.483,9.7
1387,65.0,212.0,0.76,18.19457876,60.01481481481481,1.93,1151.555618,0.576,12.1
1403,73.6,89.0,0.01,2443.444275,1.0,2.25,42717.55725,0.787,14.1
1419,66.7,234.0,2.48,0.0,4.0,6.73,7347.033143353846,0.613,12.5
1435,61.5,24.0,3.69,0.0,15.0,4.14,7347.033143353846,0.503,9.0
1451,75.0,229.0,10.4,1099.248837,60.01481481481481,6.8,9667.9757,0.807,16.2
1467,74.1,178.0,1.82,534.5795695,1.0,8.83,5372.65899,0.733,13.2
1483,45.3,654.0,2.61,71.15577609,6.0,7.12,915.775754,0.437,10.7
1499,56.7,32.0,4.05,15.79934152,15.0,1.9,178.92799,0.377,10.0
1515,72.2,134.0,0.01,493.415341,3.0,2.51,9344.987518,0.752,15.4
1531,76.0,229.0,12.7,116.504961,60.01481481481481,6.2,924.642548,0.807,16.4
1547,79.4,85.0,11.98,15345.4907,60.01481481481481,7.75,89739.7117,0.88,13.5
1563,61.4,263.0,0.68,38.41870375,54.0,5.11,292.157443,0.478,9.0
1579,47.1,587.0,1.18,6.847033785,61.0,8.99,297.6971211,0.377,9.6
1595,73.6,134.0,0.42,365.9113978,4.0,3.65,6222.982955,0.732,12.7
1611,75.0,88.0,1.62,659.8499118,60.01481481481481,7.37,4428.522898,0.622,12.0
1627,54.3,288.0,0.53,67.70920683,98.0,6.56,521.6425796,0.35,6.1
1643,79.3,66.0,8.84,2380.699796,60.01481481481481,8.93,16671.5672,0.809,14.8
1660,69.0,221.0,0.01,55.79836969,12.0,3.21,944.134851,0.466,7.2
1676,71.8,165.0,3.73,502.3844946,60.01481481481481,4.38,5695.969327,0.713,13.4
1692,75.8,125.0,5.11,980.2537444,47.0,5.83,8767.92258,0.723,12.2
1708,68.0,176.0,1.73,0.0,60.01481481481481,11.92,7347.033143353846,0.622,10.9
1725,65.0,271.0,2.91,122.1206485,2.0,4.68,1334.651896,0.649,12.7
1741,73.8,13.0,5.38,595.7306923,60.01481481481481,8.1,4383.59597,0.751,13.2
1757,71.0,133.0,0.58,127.7632005,25.0,5.23,2191.478567,0.575,10.0
1773,51.2,434.0,1.2,58.59644487,113.0,6.51,385.7567141,0.353,7.9
1789,64.2,22.0,0.28,4.632776304,83.0,1.78,296.97284,0.474,8.0
1805,57.0,431.0,4.94,459.1572399,4.0,7.2,3881.29535,0.57,11.4
1822,66.0,21.0,0.2,45.87989927,41.0,5.7,348.6314534,0.476,9.6
1838,79.8,71.0,9.79,8344.010392,1.0,9.36,44453.97119,0.893,16.5
1854,79.9,76.0,9.34,496.2228007,60.01481481481481,8.65,2667.86452,0.888,19.1
1870,73.0,17.0,3.69,21.41123529,4.0,6.33,124.992617,0.597,11.0
1886,54.5,277.0,0.11,43.42193066,110.0,7.39,258.463873,0.286,3.7
1902,49.8,396.0,9.66,10.35779424,879.0,3.66,119.743286,0.466,9.0
1919,84.0,178.0,6.47,12829.25408,60.01481481481481,8.43,74114.69715,0.931,17.5
